location,BHK,sqft,price
Kanakpura Road,2,1339.0,67.0
Kannamangala,2,957.0,58.0
Kannamangala,2,957.0,56.0
Kannamangala,4,3000.0,200.0
Kannamangala,3,1536.0,89.0
Kannamangala,4,2400.0,130.0
Kannamangala,3,1574.0,93.34
Kannamangala,2,957.0,52.5
Kannamangala,3,1536.0,104.0
Kannamangala,2,957.0,54.5
Kannamangala,4,2422.0,135.0
Kannamangala,2,957.0,55.0
Kannamangala,2,957.0,56.0
Karuna Nagar,3,2500.0,180.0
Karuna Nagar,3,2500.0,190.0
Karuna Nagar,3,1962.0,175.0
Karuna Nagar,2,1057.0,65.0
Karuna Nagar,3,1354.0,98.0
Karuna Nagar,3,1945.0,115.0
Karuna Nagar,3,1960.0,165.0
Kasavanhalli,2,1060.0,58.06
Kasavanhalli,3,1563.05,105.0
Kasavanhalli,3,1717.0,99.0
Kasavanhalli,3,1799.0,90.0
Kasavanhalli,4,3260.0,240.0
Kasavanhalli,2,1349.0,78.0
Kasavanhalli,2,1121.0,78.0
Kasavanhalli,2,1100.0,50.0
Kasavanhalli,3,1980.0,88.0
Kasavanhalli,2,1200.0,78.0
Kasavanhalli,3,1646.0,79.5
Kasavanhalli,3,1555.0,82.5
Kasavanhalli,3,1476.0,89.0
Kasavanhalli,3,1493.0,82.0
Kasavanhalli,2,1200.0,50.0
Kasavanhalli,3,1719.0,116.0
Kasavanhalli,2,1115.0,50.0
Kasavanhalli,2,1125.0,61.2
Kasavanhalli,3,2170.0,151.0
Kasavanhalli,3,1915.0,80.0
Kasavanhalli,3,1450.0,77.41
Kasavanhalli,3,1476.0,95.0
Kasavanhalli,2,1200.0,50.3
Kasavanhalli,3,2100.0,110.0
Kasavanhalli,3,1787.0,123.0
Kasavanhalli,2,1090.0,59.8
Kasavanhalli,3,1691.0,104.0
Kasavanhalli,4,4260.0,272.0
Kasavanhalli,3,2111.0,120.0
Kasavanhalli,3,1545.0,69.0
Kasavanhalli,2,950.0,39.0
Kasavanhalli,4,1863.0,105.0
Kasavanhalli,3,1667.0,92.0
Kasavanhalli,3,1494.0,82.0
Kasavanhalli,3,1555.0,82.0
Kasavanhalli,1,770.0,43.82
Kasavanhalli,2,1147.0,60.0
Kasavanhalli,2,1375.0,72.0
Kasavanhalli,3,1380.0,55.0
Kasavanhalli,2,1200.0,60.0
Kasavanhalli,4,4260.0,333.0
Kasavanhalli,2,1495.0,83.0
Kasavanhalli,3,5000.0,400.0
Kasavanhalli,4,4000.0,325.0
Kasavanhalli,3,1225.0,69.0
Kasavanhalli,3,1917.0,132.0
Kasavanhalli,2,1375.0,78.0
Kasavanhalli,4,4408.0,344.0
Kasavanhalli,2,1309.0,95.0
Kasavanhalli,3,1476.0,105.0
Kasavanhalli,2,1158.0,67.0
Kasavanhalli,2,1214.0,67.0
Kasavanhalli,3,2110.0,120.0
Kasavanhalli,2,1495.0,110.0
Kasavanhalli,2,1575.0,85.0
Kasavanhalli,2,1069.0,55.0
Kasavanhalli,2,1100.0,68.0
Kasavanhalli,3,1715.0,112.0
Kasavanhalli,2,1100.0,65.0
Kasavanhalli,2,1230.0,66.25
Kasavanhalli,3,1819.0,150.0
Kasavanhalli,3,1719.0,71.0
Kasavanhalli,3,1600.0,79.0
Kasavanhalli,2,1585.0,90.0
Kasavanhalli,2,1245.0,80.0
Kasavanhalli,3,2035.0,142.0
Kasavanhalli,3,1747.0,110.0
Kasavanhalli,2,1377.0,80.0
Kasavanhalli,2,1181.0,61.0
Kasavanhalli,2,1121.0,75.0
Kasturi Nagar,3,1925.0,125.0
Kasturi Nagar,2,1567.0,92.0
Kasturi Nagar,3,1570.0,80.0
Kasturi Nagar,3,1565.0,88.5
Kasturi Nagar,2,1080.0,80.0
Kasturi Nagar,2,1101.0,65.0
Kasturi Nagar,3,1500.0,80.0
Kasturi Nagar,4,1896.0,125.0
Kasturi Nagar,2,1100.0,58.0
Kasturi Nagar,3,1570.0,110.0
Kasturi Nagar,2,1000.0,58.0
Kasturi Nagar,2,1101.0,66.0
Kasturi Nagar,4,2507.0,155.0
Kathriguppe,3,1400.0,77.0
Kathriguppe,3,1250.0,68.75
Kathriguppe,3,1245.0,68.48
Kathriguppe,3,1350.0,87.01
Kathriguppe,3,1350.0,80.99
Kathriguppe,3,1365.0,75.08
Kathriguppe,3,1300.0,77.99
Kathriguppe,3,1350.0,80.99
Kathriguppe,3,1390.0,76.45
Kathriguppe,3,1350.0,78.3
Kathriguppe,3,1250.0,68.75
Kathriguppe,3,1300.0,77.99
Kathriguppe,3,1335.0,73.43
Kathriguppe,3,1300.0,77.99
Kathriguppe,3,1300.0,77.99
Kathriguppe,3,1335.0,73.43
Kathriguppe,3,1350.0,80.99
Kathriguppe,2,1250.0,68.75
Kathriguppe,3,1350.0,80.99
Kaval Byrasandra,2,460.0,22.0
Kaval Byrasandra,2,1200.0,52.0
Kaval Byrasandra,2,1020.0,52.0
Kaval Byrasandra,2,1200.0,49.5
Kaval Byrasandra,2,945.0,50.0
Kaval Byrasandra,2,1060.0,45.0
Kaval Byrasandra,2,1100.0,46.0
Kaval Byrasandra,2,1185.0,49.0
Kaval Byrasandra,2,997.0,53.0
Kaval Byrasandra,2,1060.0,42.0
Kaval Byrasandra,1,480.0,25.0
Kaval Byrasandra,2,1125.0,41.5
Kaval Byrasandra,2,1180.0,60.0
Kaval Byrasandra,3,1450.0,75.0
Kaval Byrasandra,2,1066.0,55.0
Kaval Byrasandra,2,1025.0,60.0
Kaval Byrasandra,3,1900.0,65.0
Kaval Byrasandra,3,2700.0,200.0
Kaval Byrasandra,3,1400.0,75.0
Kenchenahalli,2,1015.0,58.0
Kenchenahalli,1,715.0,45.0
Kenchenahalli,2,1150.0,58.0
Kenchenahalli,3,1280.0,69.0
Kenchenahalli,3,1410.0,73.0
Kenchenahalli,2,870.0,45.0
Kenchenahalli,2,1150.0,60.0
Kenchenahalli,1,700.0,35.0
Kenchenahalli,2,1165.0,45.0
Kenchenahalli,2,1060.0,52.0
Kenchenahalli,2,1150.0,57.0
Kenchenahalli,3,1720.0,100.0
Kenchenahalli,2,1015.0,60.0
Kengeri,3,1540.0,64.0
Kengeri,2,750.0,38.0
Kengeri,2,1160.0,40.61
Kengeri,1,340.0,10.0
Kengeri,2,1197.0,50.0
Kengeri,5,8000.0,500.0
Kengeri,2,1200.0,58.0
Kengeri,3,1188.0,38.0
Kengeri,2,726.0,31.0
Kengeri,3,1250.0,48.0
Kengeri,2,1025.0,57.0
Kengeri,3,1160.0,40.6
Kengeri,2,750.0,22.0
Kengeri,3,1082.0,49.0
Kengeri,2,1155.0,40.6
Kengeri,2,1255.0,50.0
Kengeri,2,750.0,36.0
Kengeri,2,963.0,40.0
Kengeri,2,927.0,37.0
Kengeri,2,726.0,35.0
Kengeri,2,918.0,27.54
Kengeri,1,416.0,19.5
Kengeri,2,900.0,45.0
Kengeri,2,900.0,30.0
Kengeri,2,787.0,31.0
Kengeri,1,502.0,25.0
Kengeri,3,1470.0,50.0
Kengeri,3,1200.0,67.0
Kengeri,2,725.0,30.0
Kengeri,1,500.0,17.0
Kengeri,1,540.0,22.5
Kengeri,2,750.0,35.5
Kengeri,3,1741.0,80.0
Kengeri,3,1436.0,55.0
Kengeri,2,1200.0,58.0
Kengeri,1,400.0,25.0
Kengeri,2,1230.0,45.0
Kengeri,3,1230.0,52.0
Kengeri,2,750.0,36.5
Kengeri,4,2540.0,160.0
Kengeri,2,1000.0,34.0
Kengeri,1,416.0,18.0
Kengeri,3,1245.0,43.57
Kengeri,2,883.0,49.0
Kengeri,2,1052.0,51.0
Kengeri,2,1009.0,30.27
Kengeri,2,1220.0,63.0
Kengeri,1,1150.0,52.0
Kengeri,2,1192.0,53.5
Kengeri,2,1200.0,42.0
Kengeri,2,750.0,40.0
Kengeri,1,600.0,35.0
Kengeri,2,633.0,18.0
Kengeri,2,1035.0,51.5
Kengeri,3,3000.0,130.0
Kengeri,1,410.0,15.0
Kengeri,1,400.0,25.0
Kengeri,1,416.0,17.19
Kengeri,2,1320.0,50.0
Kengeri,2,1160.0,40.6
Kengeri,5,2500.0,100.0
Kengeri,1,550.0,16.75
Kengeri Satellite Town,2,890.0,35.0
Kengeri Satellite Town,2,883.0,45.0
Kengeri Satellite Town,3,1415.0,66.0
Kengeri Satellite Town,1,930.0,30.0
Kengeri Satellite Town,3,1635.0,78.0
Kengeri Satellite Town,2,1050.0,43.0
Kengeri Satellite Town,2,1007.0,42.0
Kengeri Satellite Town,2,1043.0,65.0
Kengeri Satellite Town,2,635.0,22.0
Kengeri Satellite Town,2,818.0,26.0
Kengeri Satellite Town,2,1030.0,50.0
Kengeri Satellite Town,2,1200.0,65.0
Kengeri Satellite Town,2,795.0,32.0
Kengeri Satellite Town,2,560.0,16.6
Kengeri Satellite Town,2,1302.5,44.285
Kengeri Satellite Town,2,800.0,40.0
Kengeri Satellite Town,1,654.0,22.0
Kengeri Satellite Town,2,1060.0,42.0
Kengeri Satellite Town,2,750.0,33.0
Kengeri Satellite Town,2,920.0,39.0
Kengeri Satellite Town,2,985.0,42.0
Kengeri Satellite Town,2,2480.0,160.0
Kengeri Satellite Town,1,410.0,15.0
Kengeri Satellite Town,2,1120.0,49.0
Kengeri Satellite Town,3,1450.0,50.0
Kengeri Satellite Town,5,1200.0,70.0
Kengeri Satellite Town,4,936.0,60.84
Kengeri Satellite Town,2,1110.0,43.0
Kengeri Satellite Town,2,1170.0,50.0
Kengeri Satellite Town,2,777.4,25.0
Kengeri Satellite Town,2,1025.0,28.57
Kengeri Satellite Town,3,1191.0,33.34
Kengeri Satellite Town,2,800.0,32.0
Kereguddadahalli,2,950.0,32.0
Kereguddadahalli,3,1400.0,48.0
Kereguddadahalli,2,800.0,28.0
Kereguddadahalli,2,904.0,30.0
Kereguddadahalli,3,1300.0,39.0
Kereguddadahalli,2,1000.0,30.0
Kereguddadahalli,3,1240.0,41.0
Kereguddadahalli,1,600.0,19.5
Kereguddadahalli,2,1080.0,32.0
Kereguddadahalli,2,1000.0,34.0
Kereguddadahalli,2,1105.0,27.6
Kereguddadahalli,3,1400.0,42.0
Kereguddadahalli,2,800.0,33.0
Kereguddadahalli,3,1280.0,42.0
Kereguddadahalli,2,1015.0,35.0
Kodichikkanahalli,3,1190.0,57.0
Kodichikkanahalli,2,995.0,41.0
Kodichikkanahalli,1,650.0,38.0
Kodichikkanahalli,5,2700.0,125.0
Kodichikkanahalli,3,1495.0,75.0
Kodichikkanahalli,4,3250.0,180.0
Kodichikkanahalli,2,1125.0,52.0
Kodichikkanahalli,2,1150.0,48.0
Kodichikkanahalli,2,1070.0,43.0
Kodichikkanahalli,3,1620.0,85.0
Kodichikkanahalli,3,1560.0,65.0
Kodichikkanahalli,2,1025.0,66.0
Kodichikkanahalli,2,1026.0,45.0
Kodichikkanahalli,5,2500.0,125.0
Kodichikkanahalli,1,450.0,18.0
Kodichikkanahalli,2,907.0,38.5
Kodichikkanahalli,2,1181.0,57.0
Kodichikkanahalli,2,900.0,42.0
Kodichikkanahalli,3,1310.0,53.0
Kodichikkanahalli,2,1680.0,59.0
Kodichikkanahalli,3,1400.0,66.0
Kodichikkanahalli,2,976.0,50.0
Kodichikkanahalli,5,2700.0,125.0
Kodichikkanahalli,2,1299.0,58.0
Kodichikkanahalli,2,900.0,35.0
Kodigehaali,2,1166.0,55.0
Kodigehaali,3,1320.0,65.0
Kodigehaali,2,1117.0,56.0
Kodigehaali,2,1200.0,55.0
Kodigehaali,2,1200.0,60.0
Kodigehaali,3,2120.0,177.0
Kodigehaali,2,1013.0,51.0
Kodigehaali,3,1324.0,65.0
Kodigehaali,2,965.0,38.0
Kodigehaali,2,866.0,32.0
Kodigehaali,3,1442.0,80.0
Kodigehalli,2,1270.0,98.0
Kodigehalli,1,655.0,53.0
Kodigehalli,3,1820.0,150.0
Kodigehalli,2,500.0,55.0
Kodigehalli,4,600.0,85.0
Kodigehalli,3,1200.0,156.0
Kodihalli,4,3252.0,335.0
Kodihalli,3,2700.0,270.0
Kodihalli,3,2392.0,260.0
Kodihalli,3,2408.0,260.0
Kodihalli,3,2500.0,260.0
Kodihalli,3,1620.0,130.0
Kodihalli,4,3260.0,388.0
Kodihalli,4,3197.0,335.0
Kodihalli,2,1490.0,150.0
Kogilu,3,1909.0,88.0
Kogilu,3,1664.0,73.95
Kogilu,2,1170.0,51.99
Kogilu,2,650.0,28.0
Kogilu,2,1140.0,50.66
Kogilu,2,1200.0,53.33
Kogilu,3,1934.0,150.0
Kogilu,1,540.0,36.0
Kogilu,3,1559.0,127.0
Kogilu,2,1190.0,50.66
Kogilu,2,1140.0,50.66
Kogilu,3,1559.0,120.0
Kogilu,1,700.0,30.84
Kogilu,2,1250.0,55.55
Kogilu,2,1200.0,53.33
Kogilu,3,1200.0,105.0
Kogilu,2,952.0,49.0
Kogilu,1,700.0,30.84
Kogilu,2,1250.0,55.55
Kogilu,3,2456.0,85.0
Kogilu,2,1140.0,50.66
Kogilu,2,1140.0,50.66
Konanakunte,3,2791.0,223.0
Konanakunte,2,884.0,58.0
Konanakunte,4,1200.0,125.0
Konanakunte,4,1200.0,130.0
Konanakunte,3,2400.0,180.0
Konanakunte,4,3746.0,375.0
Konanakunte,3,1590.0,150.0
Konanakunte,3,1423.0,85.0
Koramangala,2,1320.0,165.0
Koramangala,2,1253.0,102.0
Koramangala,3,1580.0,160.0
Koramangala,3,1750.0,130.0
Koramangala,4,3500.0,425.0
Koramangala,2,1005.0,110.0
Koramangala,3,2292.0,275.0
Koramangala,3,1835.0,155.0
Koramangala,2,1290.0,100.0
Koramangala,2,1300.0,110.0
Koramangala,3,2200.0,180.0
Koramangala,2,1325.0,119.0
Koramangala,2,1140.0,75.2
Koramangala,2,1260.0,100.0
Koramangala,3,1975.0,210.0
Koramangala,2,1900.0,200.0
Koramangala,3,1750.0,130.0
Koramangala,3,2292.0,286.0
Koramangala,3,2300.0,290.0
Koramangala,3,1594.0,125.0
Koramangala,3,1760.0,115.0
Koramangala,4,2503.0,325.0
Koramangala,3,1900.0,150.0
Koramangala,2,1320.0,150.0
Koramangala,2,1320.0,110.0
Koramangala,4,5985.0,775.0
Koramangala,4,2461.0,353.0
Koramangala,3,1615.0,115.0
Koramangala,3,2246.0,300.0
Koramangala,3,1716.0,115.0
Koramangala,3,1500.0,135.0
Koramangala,2,1083.0,100.0
Koramangala,3,1744.0,200.0
Koramangala,2,1180.0,128.0
Koramangala,2,1320.0,160.0
Koramangala,2,1370.0,125.0
Koramangala,2,1100.0,85.0
Koramangala,2,1249.0,165.0
Koramangala,2,1200.0,100.0
Koramangala,3,1720.0,130.0
Koramangala,3,2223.0,300.0
Koramangala,3,1744.0,210.0
Koramangala,3,1866.0,245.0
Koramangala,2,1320.0,160.0
Koramangala,2,1350.0,103.0
Koramangala,4,6000.0,625.0
Koramangala,3,1642.0,115.0
Koramangala,2,1320.0,160.0
Koramangala,3,1710.0,210.0
Koramangala,2,1355.0,95.0
Koramangala,3,1600.0,170.0
Koramangala,2,1260.0,100.0
Koramangala,3,1910.0,150.0
Koramangala,3,1600.0,140.0
Kothannur,2,1206.0,48.23
Kothannur,3,1853.0,82.0
Kothannur,3,1275.0,43.85
Kothannur,2,1100.0,40.0
Kothannur,3,1300.0,60.0
Kothannur,2,1197.0,47.88
Kothannur,2,740.0,34.0
Kothannur,2,1197.0,47.8
Kothannur,2,1070.0,42.79
Kothannur,3,1270.0,45.0
Kothannur,3,1275.0,39.8
Kothannur,3,1275.0,44.0
Kothannur,3,1240.0,39.85
Kothannur,2,1070.0,38.6
Kothannur,4,2000.0,95.0
Kothannur,2,1350.0,42.0
Kothannur,3,1485.0,59.4
Kothannur,3,1215.0,48.6
Kothannur,2,1085.0,34.2
Kothannur,2,820.0,37.0
Kothannur,3,1404.0,56.15
Kothannur,4,1600.0,45.0
Kothanur,2,1200.0,51.0
Kothanur,3,2400.0,150.0
Kothanur,3,1828.0,110.0
Kothanur,2,1186.0,58.0
Kothanur,3,1577.0,70.0
Kothanur,3,1847.0,105.0
Kothanur,3,1580.0,76.0
Kothanur,3,1840.0,69.0
Kothanur,5,9600.0,550.0
Kothanur,3,1435.0,70.0
Kothanur,2,1187.0,58.0
Kothanur,3,1847.0,110.0
Kothanur,3,1460.0,71.0
Kothanur,6,4000.0,150.0
Kothanur,2,1185.0,59.0
Kothanur,3,1436.0,70.0
Kothanur,3,1462.0,71.0
Kothanur,3,1790.0,105.0
Kothanur,3,1583.0,76.1
Kothanur,2,1070.0,45.5
Kothanur,3,1820.0,77.0
Kothanur,2,1145.0,56.0
Kothanur,4,3401.0,230.0
Kothanur,2,1455.0,69.0
Kothanur,1,627.0,30.0
Kothanur,2,1302.0,68.5
Kothanur,3,1760.0,111.0
Kothanur,2,1185.0,58.0
Kothanur,1,1500.0,75.0
Kothanur,2,1075.0,53.0
Kothanur,3,1790.0,97.0
Kothanur,4,2700.0,175.0
Kothanur,3,1786.0,106.0
Kothanur,3,1787.0,107.0
Kothanur,2,1141.0,54.0
Kothanur,3,1760.0,110.0
Kothanur,3,1365.0,66.0
Kothanur,3,1050.0,80.0
Kothanur,2,1160.0,57.0
Kothanur,2,1095.0,55.0
Kothanur,2,1142.0,56.0
Kothanur,2,1074.0,54.0
Kothanur,2,1285.0,60.0
Kothanur,2,1075.0,53.0
Kothanur,2,1140.0,56.0
Kothanur,2,1400.0,70.0
Kothanur,3,1581.0,76.0
Kothanur,3,1385.0,67.0
Kothanur,2,1140.0,56.0
Kothanur,3,1787.0,120.0
Kothanur,2,1185.0,59.0
Kothanur,3,1581.0,76.0
Kothanur,3,1790.0,105.0
Kothanur,2,1130.0,55.0
Kothanur,2,1094.0,54.0
Kothanur,3,1170.0,80.0
Kothanur,2,1400.0,65.0
Kothanur,2,1195.0,59.0
Kothanur,3,1790.0,120.0
Kothanur,3,1454.0,71.5
Kudlu,2,1152.0,53.5
Kudlu,2,1027.0,43.0
Kudlu,2,1092.0,44.0
Kudlu,2,1027.0,43.0
Kudlu,2,1092.0,44.0
Kudlu,2,1143.0,55.0
Kudlu,3,1455.0,60.0
Kudlu,2,1024.0,44.0
Kudlu,3,1570.0,65.94
Kudlu,3,1600.0,79.0
Kudlu,2,1027.0,42.0
Kudlu,2,1076.0,50.0
Kudlu,2,1027.0,44.0
Kudlu,2,1084.0,53.0
Kudlu,2,1300.0,56.0
Kudlu,2,1027.0,44.0
Kudlu,3,1245.0,60.0
Kudlu,2,1027.0,44.0
Kudlu,2,1110.0,46.0
Kudlu,4,2100.0,114.0
Kudlu,2,1027.0,44.0
Kudlu,1,720.0,33.0
Kudlu,2,1027.0,44.0
Kudlu,2,1162.0,52.0
Kudlu,2,1041.0,53.0
Kudlu Gate,3,1535.0,83.0
Kudlu Gate,3,1535.0,85.0
Kudlu Gate,3,1535.0,78.0
Kudlu Gate,3,1535.0,86.0
Kudlu Gate,3,1564.0,92.0
Kudlu Gate,3,1364.0,46.38
Kudlu Gate,2,1238.0,55.0
Kudlu Gate,3,1707.0,99.745
Kudlu Gate,3,1335.0,89.0
Kudlu Gate,1,703.0,52.0
Kudlu Gate,3,1535.0,86.0
Kudlu Gate,3,1532.0,83.0
Kudlu Gate,2,1113.0,50.0
Kudlu Gate,3,1465.0,49.81
Kudlu Gate,2,1185.0,50.0
Kudlu Gate,3,1664.0,68.0
Kudlu Gate,3,1656.0,80.0
Kudlu Gate,3,1656.0,75.0
Kudlu Gate,2,1215.0,45.0
Kudlu Gate,2,812.0,38.25
Kudlu Gate,2,1547.0,103.0
Kudlu Gate,2,1336.0,86.0
Kudlu Gate,3,1919.0,121.0
Kudlu Gate,2,1464.0,56.0
Kudlu Gate,3,1535.0,85.0
Kudlu Gate,3,1850.0,120.0
Kudlu Gate,2,940.0,69.57
Kudlu Gate,2,1215.0,44.96
Kudlu Gate,2,1164.0,75.0
Kudlu Gate,4,3850.0,205.0
Kudlu Gate,2,1183.0,79.54
Kudlu Gate,3,1850.0,110.0
Kudlu Gate,3,1320.0,50.0
Kudlu Gate,2,1183.0,79.54
Kudlu Gate,2,1200.0,44.4
Kudlu Gate,3,1432.0,61.11
Kudlu Gate,2,1310.0,53.0
Kumaraswami Layout,3,800.0,105.0
Kumaraswami Layout,4,2000.0,139.0
Kumaraswami Layout,5,1270.0,128.0
Kumaraswami Layout,2,1000.0,48.5
Kumaraswami Layout,2,1000.0,58.0
Kumaraswami Layout,3,2400.0,125.0
Kumaraswami Layout,4,2600.0,325.0
Kumaraswami Layout,2,800.0,90.0
Kumaraswami Layout,3,2400.0,125.0
Kumaraswami Layout,3,1310.0,70.0
Kumaraswami Layout,4,623.0,75.0
Kumaraswami Layout,4,600.0,72.0
Kumaraswami Layout,1,850.0,78.0
Kumaraswami Layout,4,2600.0,300.0
Kumaraswami Layout,3,1310.0,85.0
Kumaraswami Layout,3,2040.0,123.0
Kumaraswami Layout,2,600.0,72.0
Kumaraswami Layout,3,1200.0,75.0
Kumaraswami Layout,2,1081.0,60.0
Kundalahalli,3,1724.0,125.0
Kundalahalli,2,1030.0,49.0
Kundalahalli,2,735.0,57.99
Kundalahalli,2,1047.0,82.0
Kundalahalli,3,1397.0,105.0
Kundalahalli,3,1724.0,127.0
Kundalahalli,2,1010.0,49.27
Kundalahalli,3,1397.0,110.0
Kundalahalli,3,1397.0,104.0
Kundalahalli,3,1397.0,108.0
Kundalahalli,3,1920.0,150.0
Kundalahalli,3,1397.0,105.0
Kundalahalli,3,1800.0,80.0
Kundalahalli,3,1724.0,124.0
Kundalahalli,2,1047.0,84.0
Kundalahalli,2,1047.0,83.0
Kundalahalli,4,7000.0,550.0
Kundalahalli,3,2075.0,115.0
Kundalahalli,2,1120.0,53.76
Kundalahalli,2,1047.0,82.62
Kundalahalli,2,1047.0,91.0
Kundalahalli,3,1724.0,146.0
Kundalahalli,3,1600.0,170.0
Kundalahalli,3,1496.0,78.0
Kundalahalli,3,1724.0,125.0
Kundalahalli,2,1010.0,48.27
Kundalahalli,2,1047.0,89.0
Kundalahalli,4,2500.0,245.0
Kundalahalli,3,1397.0,105.0
Kundalahalli,3,1800.0,110.0
Kundalahalli,2,1047.0,72.0
Kundalahalli,2,1260.0,58.0
Kundalahalli,4,3092.0,230.0
Kundalahalli,2,1065.0,70.0
Kundalahalli,3,1724.0,146.0
Kundalahalli,2,1047.0,91.0
Kundalahalli,3,1724.0,128.0
Kundalahalli,2,1315.0,74.0
Kundalahalli,3,2100.0,150.0
Kundalahalli,3,1724.0,125.0
Kundalahalli,3,1724.0,140.0
Kundalahalli,2,1175.0,65.0
LB Shastri Nagar,3,1600.0,65.0
LB Shastri Nagar,2,1043.0,55.0
LB Shastri Nagar,2,1184.0,69.0
LB Shastri Nagar,1,665.0,32.0
LB Shastri Nagar,2,1250.0,48.5
LB Shastri Nagar,3,1400.0,80.0
LB Shastri Nagar,2,1184.0,62.0
LB Shastri Nagar,2,1200.0,47.0
LB Shastri Nagar,2,1200.0,75.0
LB Shastri Nagar,2,1000.0,49.5
Laggere,5,2800.0,125.0
Laggere,1,1200.0,125.0
Laggere,2,1200.0,75.0
Laggere,1,620.0,48.0
Laggere,3,1800.0,110.0
Laggere,3,1590.0,132.0
Lakshminarayana Pura,2,1185.0,75.0
Lakshminarayana Pura,3,1600.0,108.0
Lakshminarayana Pura,2,1180.0,75.0
Lakshminarayana Pura,2,1172.0,82.0
Lakshminarayana Pura,2,1179.0,75.0
Lakshminarayana Pura,2,1149.0,75.0
Lakshminarayana Pura,2,1336.0,100.0
Lakshminarayana Pura,2,1175.0,75.0
Lakshminarayana Pura,2,1190.0,75.0
Lakshminarayana Pura,2,1200.0,75.0
Lakshminarayana Pura,2,1200.0,75.0
Lakshminarayana Pura,2,1165.0,75.0
Lakshminarayana Pura,2,1145.0,75.0
Lakshminarayana Pura,3,1500.0,104.0
Lakshminarayana Pura,2,1210.0,75.0
Lakshminarayana Pura,2,1169.0,75.0
Lakshminarayana Pura,2,1200.0,75.0
Lakshminarayana Pura,2,1172.0,75.0
Lakshminarayana Pura,2,1172.0,75.0
Lakshminarayana Pura,2,1180.0,75.0
Lakshminarayana Pura,2,1200.0,83.0
Lakshminarayana Pura,2,1200.0,80.0
Lakshminarayana Pura,2,1195.0,75.0
Lakshminarayana Pura,2,1200.0,80.0
Lingadheeranahalli,3,1521.0,95.0
Lingadheeranahalli,3,1511.0,95.0
Lingadheeranahalli,3,1683.0,109.0
Lingadheeranahalli,3,1519.0,93.0
Lingadheeranahalli,3,1521.0,94.99
Lingadheeranahalli,3,1682.0,120.0
Lingadheeranahalli,3,1521.0,94.71
Lingadheeranahalli,3,1893.0,130.0
Lingadheeranahalli,3,1705.0,110.0
Lingadheeranahalli,4,2245.0,154.0
Lingadheeranahalli,3,1682.0,113.0
Lingadheeranahalli,3,1682.0,114.0
Lingadheeranahalli,3,1506.0,95.0
Lingadheeranahalli,3,1683.0,110.0
Lingadheeranahalli,3,1684.0,120.0
Lingadheeranahalli,4,2236.0,153.0
Lingadheeranahalli,3,1894.0,114.0
Lingadheeranahalli,4,2240.0,160.0
Magadi Road,6,3600.0,141.0
Magadi Road,2,1116.0,50.0
Magadi Road,3,1282.0,49.0
Magadi Road,2,884.0,41.1
Magadi Road,2,1005.0,55.78
Magadi Road,2,1000.0,46.5
Magadi Road,4,1500.0,93.0
Magadi Road,2,1350.0,100.0
Magadi Road,3,1322.0,58.82
Magadi Road,2,1345.0,55.0
Magadi Road,3,1191.0,55.38
Magadi Road,5,5000.0,360.0
Magadi Road,2,1116.0,51.89
Magadi Road,3,1052.0,60.0
Magadi Road,2,940.0,50.0
Magadi Road,3,1318.0,68.0
Magadi Road,4,800.0,60.0
Magadi Road,3,1187.0,55.195
Magadi Road,2,884.0,48.0
Mahadevpura,3,1720.0,78.0
Mahadevpura,2,1150.0,52.0
Mahadevpura,2,1250.0,52.0
Mahadevpura,2,1260.0,57.6
Mahadevpura,1,730.0,35.0
Mahadevpura,3,1434.0,67.39
Mahadevpura,2,1146.0,53.8
Mahadevpura,2,1532.0,62.0
Mahadevpura,3,1620.0,76.0
Mahadevpura,2,1136.0,64.5
Mahadevpura,3,1400.0,65.8
Mahadevpura,2,1137.0,53.4
Mahadevpura,3,1601.0,95.0
Mahadevpura,3,1450.0,75.0
Mahadevpura,2,1152.0,54.0
Mahadevpura,2,1212.0,56.9
Mahadevpura,3,1505.0,64.0
Mahadevpura,3,1505.0,78.0
Mahadevpura,3,1500.0,70.0
Mahadevpura,2,1236.0,58.0
Mahadevpura,2,1236.0,58.0
Mahadevpura,2,1120.0,53.0
Mahalakshmi Layout,4,1575.0,158.0
Mahalakshmi Layout,5,1200.0,200.0
Mahalakshmi Layout,3,1135.0,190.0
Mahalakshmi Layout,4,1200.0,160.0
Mahalakshmi Layout,3,1200.0,110.0
Mahalakshmi Layout,3,1876.0,150.0
Mallasandra,3,1665.0,95.0
Mallasandra,3,1665.0,86.58
Mallasandra,2,1340.0,61.0
Mallasandra,2,1325.0,70.0
Mallasandra,3,1665.0,86.91
Mallasandra,2,1325.0,70.0
Mallasandra,2,905.0,40.0
Mallasandra,2,1325.0,65.0
Mallasandra,2,1325.0,73.0
Mallasandra,2,1565.0,69.0
Mallasandra,2,905.0,35.0
Mallasandra,3,1524.0,72.0
Mallasandra,3,1100.0,76.3
Malleshpalya,2,1140.0,46.5
Malleshpalya,2,1225.0,46.86
Malleshpalya,3,1785.0,75.0
Malleshpalya,2,1052.0,50.0
Malleshpalya,3,1405.0,77.0
Malleshpalya,2,1065.0,50.0
Malleshpalya,2,1210.0,55.0
Malleshpalya,3,1900.0,60.0
Malleshpalya,2,1060.0,40.0
Malleshpalya,3,1430.0,69.5
Malleshpalya,2,1421.0,90.0
Malleshpalya,2,1245.0,55.0
